Sample Index,Export Time (s),Inference Time (s)
1,15.417358636856079,0.8983287811279297
3,15.345033884048462,0.5120120048522949
4,15.43661117553711,0.7862114906311035
5,15.129406690597534,0.505169153213501
7,15.50970196723938,0.48895955085754395
9,15.621679544448853,0.5564408302307129
10,15.096988439559937,0.5597317218780518
11,15.535306215286255,0.5235679149627686
13,15.077709913253784,0.4953930377960205
15,15.130699396133423,0.5519132614135742
16,15.09961462020874,1.0801472663879395
17,15.197724342346191,0.5595343112945557
19,15.022178649902344,0.49576449394226074
21,15.178067207336426,0.5699782371520996
22,15.207706689834595,0.5649621486663818
24,15.231031656265259,0.49575185775756836
26,15.32489538192749,0.5793576240539551
28,15.193372964859009,0.4992985725402832
30,15.37358021736145,0.5675103664398193
31,15.44186019897461,0.5157861709594727
33,14.516080617904663,0.4835035800933838
35,15.59734320640564,0.5020971298217773
36,15.467100381851196,0.5107483863830566
37,15.484649658203125,0.5237457752227783
38,14.597351789474487,1.4888627529144287
40,14.556997060775757,0.4892706871032715
42,15.548994302749634,0.5241546630859375
44,15.51697850227356,0.49349141120910645
46,14.571510076522827,0.5628359317779541
47,15.616081476211548,0.578303337097168
48,14.539948225021362,0.5141916275024414
51,15.871152400970459,0.49300360679626465
53,15.76520299911499,0.5212910175323486
54,14.559722900390625,0.502047061920166
56,15.847306728363037,0.502145528793335
58,14.573124408721924,0.5573773384094238
60,15.930343389511108,0.4941854476928711
62,14.480970859527588,1.9451887607574463
63,14.689413070678711,0.5081839561462402
64,14.54511833190918,1.9251518249511719
65,14.676492691040039,0.5182480812072754
66,14.541293382644653,2.0007028579711914
67,14.569761991500854,0.49815845489501953
68,14.47161316871643,0.48865699768066406
69,16.11451005935669,0.4960193634033203
70,14.416473627090454,0.49817347526550293
71,16.22700333595276,0.5082199573516846
72,14.522701025009155,0.49896240234375
73,16.31955051422119,0.5203003883361816
74,14.433557510375977,0.5141518115997314
75,16.345783710479736,0.5002236366271973
76,14.666394710540771,0.4978339672088623
77,14.573555946350098,0.4914519786834717
78,16.505073308944702,0.5042827129364014
79,14.504583835601807,0.4894900321960449
80,14.407824039459229,2.4861197471618652
81,14.64234447479248,0.4966111183166504
82,14.530025720596313,0.48941493034362793
83,16.493705987930298,0.5135860443115234
84,14.63018536567688,0.5704782009124756
85,14.436410427093506,0.4985933303833008
86,16.747910976409912,0.5121364593505859
87,14.603504419326782,0.5250546932220459
88,14.481609106063843,0.5090792179107666
89,16.96808695793152,0.5378973484039307
90,14.573892593383789,0.5156600475311279
91,14.316741943359375,0.49704456329345703
92,16.845113515853882,0.5159087181091309
93,14.540246486663818,0.501492977142334
94,14.507649421691895,0.4900832176208496
95,16.938976526260376,0.5069394111633301
96,14.525051593780518,0.5000007152557373
97,14.480785131454468,0.4863741397857666
98,16.903074979782104,0.5037074089050293
99,14.563214540481567,0.4964752197265625
